review_id,game_name,rule_anomaly_score,near_incident,days_from_incident,user_playtime_at_review_hours,user_num_reviews,user_num_games,review_votes_up,review_votes_funny,review_steam_purchase,review_received_for_free,expected_anomalies,review_text,anomaly_type,confidence
208229224,Dota 2,8,0,883,0.6333333333333333,3,0,0,0,0,1,bots,Nice game!,,
208213736,Call of Duty: Modern Warfare II,8,0,1098,0.5333333333333333,1,0,0,0,0,0,bombing|paid,NICE,,
208245480,Dota 2,7,0,883,0.2,1,0,0,0,0,0,bots,trash af,,
208164475,Dota 2,7,0,882,0.08333333333333333,3,0,0,0,0,0,bots,1,,
208312107,Dota 2,7,0,883,0.8666666666666667,1,0,0,0,0,0,bots,"Free? Seriously? For such a high level of quality, with attention to every detail and animation, stunning voice actors, and a brilliant musical score, most studios would charge $60. Valve has created more than just a game, but a work of art. Every patch with new skins and events is a celebration. The cosmetics are incredibly cool, and the Arcana skins are simply masterpieces.",,
208340394,Counter-Strike 2,7,0,766,68.45,1,0,0,0,0,1,bots|bombing,VERY COOL GAME,,
208168480,Call of Duty: Modern Warfare II,7,0,1098,0.48333333333333334,2,0,0,0,0,0,bombing|paid,WHY DID YOU BAN ME I DID NOTHING I COULDN'T GET WAR ZONE AND IT WOULDN'T LET ME MAKE A Account SO HOW COULD I HAVE DONE SOMETHING  I DEMAND A UN BAN,,
208114658,Rust,7,0,2525,0.08333333333333333,1,0,0,0,1,1,bots,"good
",,
208304085,Dota 2,7,0,883,0.6,1,0,0,0,0,1,bots,"Dota 2 isn't just a game; it's an endless chess game with hundreds of pieces. The depth and complexity of the game are unparalleled. Every game is unique: new heroes, a constantly changing meta, endless possibilities for tactical maneuvers. The feeling when your well-thought-out plan is executed and leads your team to victory is simply indescribable. It's the most intellectually challenging game I've ever played.",,
208089061,Dota 2,6,0,881,31.2,2,0,0,0,0,0,bots,WWWWWWWWWWWWWWW,,
208151251,Dota 2,6,0,882,7552.066666666667,1,0,0,0,0,1,bots,7500 hours. wow,,
207660039,Fallout 76,6,0,2535,0.15,10,0,0,0,0,0,bombing,6-7,,
208206486,Dota 2,6,0,882,2919.6666666666665,1,0,0,0,0,1,bots,nice,,
208055609,Dota 2,6,0,881,16585.516666666666,1,0,0,0,0,0,bots,A,,
208179701,Dota 2,6,0,882,0.6666666666666666,2,0,0,0,0,0,bots,Игра прикольная и много русских,,
208079906,Dota 2,6,0,881,8100.1,1,0,0,0,0,1,bots,"dont, just dont.",,
207963571,Stardew Valley,6,0,999,20.816666666666666,1,0,0,0,0,0,normal,IT IS FUN,,
208121192,Dota 2,6,0,881,5596.4,1,0,0,0,0,0,bots,"GOOD
",,
208117816,Dota 2,6,0,881,2835.95,2,0,0,0,0,1,bots,EVERYTHING IS PERFECT,,
208247500,Dota 2,6,0,883,202.41666666666666,3,0,0,0,0,0,bots,OLD time,,
208292438,Dota 2,6,0,883,861.5666666666667,1,1,0,0,0,1,bots,:thumbs up: :)),,
208284028,Call of Duty: Modern Warfare II,6,0,1099,39.05,1,0,0,0,0,0,bombing|paid,LOVE IT,,
208313437,Apex Legends,6,0,2462,12.15,1,0,0,0,0,1,bots|paid,"its really great
",,
208295294,Dota 2,6,0,883,0.25,8,0,0,0,0,0,bots,terrible,,
208268062,Dota 2,6,0,883,0.11666666666666667,1,0,0,1,0,0,bots,Chess,,
